name,common_name,name_type,full_common_name
Personal,cocaine,street_name,cocaine
Peruvian,cocaine,street_name,cocaine
Peruvian Flake,cocaine,street_name,cocaine
Peruvian Lady,cocaine,street_name,cocaine
Pescado,cocaine,street_name,cocaine
Peta,cocaine,street_name,cocaine
Pez,cocaine,street_name,cocaine
Pichicata,cocaine,street_name,cocaine
Pillow,cocaine,street_name,cocaine
Pimp,cocaine,street_name,cocaine
Pingas,cocaine,street_name,cocaine
Pingos,cocaine,street_name,cocaine
Pintura Blanca,cocaine,street_name,cocaine
Poli,cocaine,street_name,cocaine
Pollo,cocaine,street_name,cocaine
Polvo,cocaine,street_name,cocaine
Powder,cocaine,street_name,cocaine
Powder Diamonds,cocaine,street_name,cocaine
Puma,cocaine,street_name,cocaine
Puritain,cocaine,street_name,cocaine
Quadros,cocaine,street_name,cocaine
Queso Blanco,cocaine,street_name,cocaine
Racehorse Charlie,cocaine,street_name,cocaine
Rambo,cocaine,street_name,cocaine
Refresco,cocaine,street_name,cocaine
Refrescas,cocaine,street_name,cocaine
Pearl,cocaine,street_name,cocaine
Line,cocaine,street_name,cocaine
Hubba,cocaine,street_name,cocaine
Gringa,cocaine,street_name,cocaine
Flake,cocaine,street_name,cocaine
Dust,cocaine,street_name,cocaine
Chevy,cocaine,street_name,cocaine
Cheyenne,cocaine,street_name,cocaine
Chica,cocaine,street_name,cocaine
Chicanitas,cocaine,street_name,cocaine
Chinos,cocaine,street_name,cocaine
Chiva,cocaine,street_name,cocaine
Cielo,cocaine,street_name,cocaine
Clear Kind,cocaine,street_name,cocaine
Clear Tires,cocaine,street_name,cocaine
Coca,cocaine,street_name,cocaine
Coca-Cola,cocaine,street_name,cocaine
Cocazo,cocaine,street_name,cocaine
Coconut,cocaine,street_name,cocaine
Coke,cocaine,street_name,cocaine
Cola,cocaine,street_name,cocaine
Colorado,cocaine,street_name,cocaine
Comida,cocaine,street_name,cocaine
Comida Dulce,cocaine,street_name,cocaine
Connie,cocaine,street_name,cocaine
Cookie,cocaine,street_name,cocaine
Cosa,cocaine,street_name,cocaine
Coso,cocaine,street_name,cocaine
Cosos,cocaine,street_name,cocaine
Crow,cocaine,street_name,cocaine
Crusty Treats,cocaine,street_name,cocaine
Cuadro,cocaine,street_name,cocaine
Death Valley,cocaine,street_name,cocaine
Designer Jeans,cocaine,street_name,cocaine
Devil’s Dandruff,cocaine,street_name,cocaine
Diamonds,cocaine,street_name,cocaine
Diente,cocaine,street_name,cocaine
Dienton,cocaine,street_name,cocaine
Diesel,cocaine,street_name,cocaine
Diosa Blanca,cocaine,street_name,cocaine
Dona Blanca,cocaine,street_name,cocaine
Double Bubble,cocaine,street_name,cocaine
Double Letters,cocaine,street_name,cocaine
Dove,cocaine,street_name,cocaine
Dream,cocaine,street_name,cocaine
Dulces,cocaine,street_name,cocaine
Duracell,cocaine,street_name,cocaine
Durazno,cocaine,street_name,cocaine
Duro,cocaine,street_name,cocaine
Dust,cocaine,street_name,cocaine
Escama,cocaine,street_name,cocaine
Escorpino,cocaine,street_name,cocaine
Falopa,cocaine,street_name,cocaine
Fef1,cocaine,street_name,cocaine
Fichas,cocaine,street_name,cocaine
Fiesta,cocaine,street_name,cocaine
Fire,cocaine,street_name,cocaine
Fish,cocaine,street_name,cocaine
Fish Scale,cocaine,street_name,cocaine
Flake,cocaine,street_name,cocaine
Flea Market Jeans,cocaine,street_name,cocaine
Florida Snow,cocaine,street_name,cocaine
Flour,cocaine,street_name,cocaine
Food,cocaine,street_name,cocaine
Foolish Powder,cocaine,street_name,cocaine
Fox,cocaine,street_name,cocaine
Freeze,cocaine,street_name,cocaine
Friskie Powder,cocaine,street_name,cocaine
Frula,cocaine,street_name,cocaine
Funtime,cocaine,street_name,cocaine
Gabacho,cocaine,street_name,cocaine
Galaxy,cocaine,street_name,cocaine
Gallos,cocaine,street_name,cocaine
Gato,cocaine,street_name,cocaine
Gift of the Sun,cocaine,street_name,cocaine
Gin,cocaine,street_name,cocaine
Girl,cocaine,street_name,cocaine
Girlfriend,cocaine,street_name,cocaine
Glad Stuff,cocaine,street_name,cocaine
Gold Dust,cocaine,street_name,cocaine
Green Gold,cocaine,street_name,cocaine
Gringa,cocaine,street_name,cocaine
Gringito,cocaine,street_name,cocaine
Grout,cocaine,street_name,cocaine
Guerillo,cocaine,street_name,cocaine
Gueros,cocaine,street_name,cocaine
Guitar,cocaine,street_name,cocaine
H1,cocaine,street_name,cocaine
Hai Hit,cocaine,street_name,cocaine
Hamburger,cocaine,street_name,cocaine
Happy Dust,cocaine,street_name,cocaine
Happy Powder,cocaine,street_name,cocaine
Happy Trails,cocaine,street_name,cocaine
Heaven,cocaine,street_name,cocaine
Heaven Dust,cocaine,street_name,cocaine
Heavy One,cocaine,street_name,cocaine
Hen,cocaine,street_name,cocaine
Henry VIII,cocaine,street_name,cocaine
HH,cocaine,street_name,cocaine
HHJ,cocaine,street_name,cocaine
High Heat,cocaine,street_name,cocaine
HMH,cocaine,street_name,cocaine
Hooter,cocaine,street_name,cocaine
Hundai,cocaine,street_name,cocaine
7,cocaine,street_name,cocaine
62,cocaine,street_name,cocaine
77,cocaine,street_name,cocaine
777,cocaine,street_name,cocaine
921,cocaine,street_name,cocaine
A-1,cocaine,street_name,cocaine
Adidas,cocaine,street_name,cocaine
All-American Drug,cocaine,street_name,cocaine
Ancla,cocaine,street_name,cocaine
Angel Powder,cocaine,street_name,cocaine
Angie,cocaine,street_name,cocaine
Animals,cocaine,street_name,cocaine
Apache,cocaine,street_name,cocaine
Apodo,cocaine,street_name,cocaine
Arriba,cocaine,street_name,cocaine
Audi,cocaine,street_name,cocaine
Aunt,cocaine,street_name,cocaine
Aunt Nora,cocaine,street_name,cocaine
Azucar,cocaine,street_name,cocaine
Baby Powder,cocaine,street_name,cocaine
Barrato,cocaine,street_name,cocaine
Basuco,cocaine,street_name,cocaine
Batman,cocaine,street_name,cocaine
Bazooka,cocaine,street_name,cocaine
Bazulco,cannabis,street_name,cocaine
Beach,cocaine,street_name,cocaine
Belushi,cocaine,street_name,cocaine
Bernice,cocaine,street_name,cocaine
Bernie,cannabis,street_name,cocaine
Bernie’s Flakes,cocaine,street_name,cocaine
Bernie’s Gold Dust,cocaine,street_name,cocaine
Big Bird,cocaine,street_name,cocaine
Big Bloke,cocaine,street_name,cocaine
Big C,cocaine,street_name,cocaine
Big Flake,cocaine,street_name,cocaine
Big Rush,cocaine,street_name,cocaine
Billie Hoke,cocaine,street_name,cocaine
Bird,cocaine,street_name,cocaine
Birdie Powder,cocaine,street_name,cocaine
Blanca Nieves,cocaine,street_name,cocaine
Blanco,cocaine,street_name,cocaine
Blast,cocaine,street_name,cocaine
Blizzard,cocaine,street_name,cocaine
Blonde,cocaine,street_name,cocaine
Blocks,cocaine,street_name,cocaine
Blow,cocaine,street_name,cocaine
Blowcaine,cocaine,street_name,cocaine
BMW,cocaine,street_name,cocaine
Board,cocaine,street_name,cocaine
Bobo,cocaine,street_name,cocaine
Bolitas,cocaine,street_name,cocaine
Bolivian Marching Powder,cocaine,street_name,cocaine
Bombita,cocaine,street_name,cocaine
Booger Sugar,cocaine,street_name,cocaine
Bose,cocaine,street_name,cocaine
Bouncing Powder,cocaine,street_name,cocaine
Brisa,cocaine,street_name,cocaine
Bump,cocaine,street_name,cocaine
C-Dust,cocaine,street_name,cocaine
Caballo,cocaine,street_name,cocaine
Caca,cocaine,street_name,cocaine
Cadillac,cocaine,street_name,cocaine
California Pancakes,cocaine,street_name,cocaine
Calves,cocaine,street_name,cocaine
Canelon,cocaine,street_name,cocaine
Candy,cocaine,street_name,cocaine
Car,cocaine,street_name,cocaine
Carney,cocaine,street_name,cocaine
Carrie Nation,cocaine,street_name,cocaine
Cars,cocaine,street_name,cocaine
Case,cocaine,street_name,cocaine
Cebolla,cocaine,street_name,cocaine
Cecil,cocaine,street_name,cocaine
Cement,cocaine,street_name,cocaine
Charlie,cocaine,street_name,cocaine
Colombia,cocaine,street_name,cocaine
Colombia,cocaine,street_name,cocaine
Rock,cocaine,street_name,cocaine
She,cocaine,street_name,cocaine
crack cocaine,crack cocaine,generic_name,crack cocaine
Crack,crack cocaine,street_name,crack cocaine
Devil Smoke,crack cocaine,street_name,crack cocaine
Dice,crack cocaine,street_name,crack cocaine
Dime Special,crack cocaine,street_name,crack cocaine
Dirty Basing,crack cocaine,street_name,crack cocaine
Dirty Fentanyl,crack cocaine,street_name,crack cocaine
Double Yoke,crack cocaine,street_name,crack cocaine
Durin,crack cocaine,street_name,crack cocaine
Eastside Player,crack cocaine,street_name,crack cocaine
Egg,crack cocaine,street_name,crack cocaine
Eye Opener,crack cocaine,street_name,crack cocaine
Famous Dimes,crack cocaine,street_name,crack cocaine
Fat Bags,crack cocaine,street_name,crack cocaine
Fifty-One,crack cocaine,street_name,crack cocaine
Fish Scales,crack cocaine,street_name,crack cocaine
Freebase,crack cocaine,street_name,crack cocaine
French Fries,crack cocaine,street_name,crack cocaine
Garbage Rock,crack cocaine,street_name,crack cocaine
Geek,crack cocaine,street_name,crack cocaine
Glo,crack cocaine,street_name,crack cocaine
Gold,crack cocaine,street_name,crack cocaine
Golf Ball,crack cocaine,street_name,crack cocaine
Gravel,crack cocaine,street_name,crack cocaine
Great White Hope,crack cocaine,street_name,crack cocaine
Grit,crack cocaine,street_name,crack cocaine
Groceries,crack cocaine,street_name,crack cocaine
Hail,crack cocaine,street_name,crack cocaine
Hamburger Helper,crack cocaine,street_name,crack cocaine
Hard,crack cocaine,street_name,crack cocaine
Hotcakes,crack cocaine,street_name,crack cocaine
Hubba,crack cocaine,street_name,crack cocaine
Ice,crack cocaine,street_name,crack cocaine
Ice Cubes,crack cocaine,street_name,crack cocaine
Issues,crack cocaine,street_name,crack cocaine
Jelly Beans,crack cocaine,street_name,crack cocaine
Johnson,crack cocaine,street_name,crack cocaine
Kangaroo,crack cocaine,street_name,crack cocaine
Kokoma,crack cocaine,street_name,crack cocaine
Kryptonite,crack cocaine,street_name,crack cocaine
Love,crack cocaine,street_name,crack cocaine
Mixed Jive,crack cocaine,street_name,crack cocaine
Moon Rock,crack cocaine,street_name,crack cocaine
Nickle,crack cocaine,street_name,crack cocaine
Nuggets,crack cocaine,street_name,crack cocaine
One-Fifty-One,crack cocaine,street_name,crack cocaine
Paste,crack cocaine,street_name,crack cocaine
Pebbles,crack cocaine,street_name,crack cocaine
Pee Wee,crack cocaine,street_name,crack cocaine
Piedras,crack cocaine,street_name,crack cocaine
Pile,crack cocaine,street_name,crack cocaine
Pony,crack cocaine,street_name,crack cocaine
Primo,crack cocaine,street_name,crack cocaine
Quarters,crack cocaine,street_name,crack cocaine
Raw,crack cocaine,street_name,crack cocaine
Ready Rock,crack cocaine,street_name,crack cocaine
Red Caps,crack cocaine,street_name,crack cocaine
RIP,crack cocaine,street_name,crack cocaine
Roca,crack cocaine,street_name,crack cocaine
Rock,crack cocaine,street_name,crack cocaine
Rock Attack,crack cocaine,street_name,crack cocaine
Rocks of Hell,crack cocaine,street_name,crack cocaine
Rocky III,crack cocaine,street_name,crack cocaine
Rooster,crack cocaine,street_name,crack cocaine
Rox,crack cocaine,street_name,crack cocaine
Roxanne,crack cocaine,street_name,crack cocaine
Roz,crack cocaine,street_name,crack cocaine
Schoolcraft,crack cocaine,street_name,crack cocaine
Scotty,crack cocaine,street_name,crack cocaine
Scramble,crack cocaine,street_name,crack cocaine
Scruples,crack cocaine,street_name,crack cocaine
Seven-Up,crack cocaine,street_name,crack cocaine
Sherms,crack cocaine,street_name,crack cocaine
Sight Ball,crack cocaine,street_name,crack cocaine
Slab,crack cocaine,street_name,crack cocaine
Sleet,crack cocaine,street_name,crack cocaine
Smoke,crack cocaine,street_name,crack cocaine
Speed Boat,crack cocaine,street_name,crack cocaine
Square Time Bomb,crack cocaine,street_name,crack cocaine
Stone,crack cocaine,street_name,crack cocaine
Sugar Block,crack cocaine,street_name,crack cocaine
Takeover,crack cocaine,street_name,crack cocaine
Teeth,crack cocaine,street_name,crack cocaine
Tension,crack cocaine,street_name,crack cocaine
Tissue,crack cocaine,street_name,crack cocaine
Top Gun,crack cocaine,street_name,crack cocaine
Troop,crack cocaine,street_name,crack cocaine
Ultimate,crack cocaine,street_name,crack cocaine
Up,crack cocaine,street_name,crack cocaine
Uzi,crack cocaine,street_name,crack cocaine
Wave,crack cocaine,street_name,crack cocaine
White Ball,crack cocaine,street_name,crack cocaine
White Ghost,crack cocaine,street_name,crack cocaine
White Sugar,crack cocaine,street_name,crack cocaine
White Tornado,crack cocaine,street_name,crack cocaine
Wrecking Crew,crack cocaine,street_name,crack cocaine
Yahoo,crack cocaine,street_name,crack cocaine
Yale,crack cocaine,street_name,crack cocaine
Yimyom,crack cocaine,street_name,crack cocaine
51s,crack cocaine,street_name,crack cocaine
151s,crack cocaine,street_name,crack cocaine
501s,crack cocaine,street_name,crack cocaine
Apple Jack,crack cocaine,street_name,crack cocaine
Baby T,crack cocaine,street_name,crack cocaine
Base,crack cocaine,street_name,crack cocaine
Baseball,crack cocaine,street_name,crack cocaine
Bazooka,crack cocaine,street_name,crack cocaine
Beam Me Up,crack cocaine,street_name,crack cocaine
Beautiful Boulders,crack cocaine,street_name,crack cocaine
Beemer,crack cocaine,street_name,crack cocaine
Bill Blass,crack cocaine,street_name,crack cocaine
Bings,crack cocaine,street_name,crack cocaine
BJ,crack cocaine,street_name,crack cocaine
Black Rock,crack cocaine,street_name,crack cocaine
Blowcaine,crack cocaine,street_name,crack cocaine
Blowout,crack cocaine,street_name,crack cocaine
Blue,crack cocaine,street_name,crack cocaine
Bobo,crack cocaine,street_name,crack cocaine
Bolo,crack cocaine,street_name,crack cocaine
Bomb,crack cocaine,street_name,crack cocaine
Bone Crusher,crack cocaine,street_name,crack cocaine
Bone,crack cocaine,street_name,crack cocaine
Boo-Boo,crack cocaine,street_name,crack cocaine
Boulder,crack cocaine,street_name,crack cocaine
Boy,crack cocaine,street_name,crack cocaine
Breakfast of Champions,crack cocaine,street_name,crack cocaine
Bubble Gum,crack cocaine,street_name,crack cocaine
Bullion,crack cocaine,street_name,crack cocaine
Bump,crack cocaine,street_name,crack cocaine
Candy,crack cocaine,street_name,crack cocaine
Caps,crack cocaine,street_name,crack cocaine
Casper the Ghost,crack cocaine,street_name,crack cocaine
Caviar,crack cocaine,street_name,crack cocaine
CD,crack cocaine,street_name,crack cocaine
Cheap Basing,crack cocaine,street_name,crack cocaine
Chewies,crack cocaine,street_name,crack cocaine
Chingy,crack cocaine,street_name,crack cocaine
Clicker,crack cocaine,street_name,crack cocaine
Climax,crack cocaine,street_name,crack cocaine
Cloud,crack cocaine,street_name,crack cocaine
Cloud Nine,crack cocaine,street_name,crack cocaine
Cookies,crack cocaine,street_name,crack cocaine
CRC,crack cocaine,street_name,crack cocaine
Crib,crack cocaine,street_name,crack cocaine
Crunch and Munch,crack cocaine,street_name,crack cocaine
Devil,crack cocaine,street_name,crack cocaine
ecstasy/MDMA,ecstasy/MDMA,generic_name,ecstasy/MDMA
Ecstasy,ecstasy/MDMA,street_name,ecstasy/MDMA
MDMA,ecstasy/MDMA,street_name,ecstasy/MDMA
Molly,ecstasy/MDMA,street_name,ecstasy/MDMA
Adam,ecstasy/MDMA,street_name,ecstasy/MDMA
Baby Slits,ecstasy/MDMA,street_name,ecstasy/MDMA
Beans,ecstasy/MDMA,street_name,ecstasy/MDMA
Blue Kisses,ecstasy/MDMA,street_name,ecstasy/MDMA
Blue Superman,ecstasy/MDMA,street_name,ecstasy/MDMA
Bombs,ecstasy/MDMA,street_name,ecstasy/MDMA
Booty Juice,ecstasy/MDMA,street_name,ecstasy/MDMA
Candy,ecstasy/MDMA,street_name,ecstasy/MDMA
Chocolate Chips,ecstasy/MDMA,street_name,ecstasy/MDMA
Clarity,ecstasy/MDMA,street_name,ecstasy/MDMA
Dancing Shoes,ecstasy/MDMA,street_name,ecstasy/MDMA
Decadence,ecstasy/MDMA,street_name,ecstasy/MDMA
Disco Biscuits,ecstasy/MDMA,street_name,ecstasy/MDMA
Doctor,ecstasy/MDMA,street_name,ecstasy/MDMA
Domex,ecstasy/MDMA,street_name,ecstasy/MDMA
Drop,ecstasy/MDMA,street_name,ecstasy/MDMA
E,ecstasy/MDMA,street_name,ecstasy/MDMA
E-Bomb,ecstasy/MDMA,street_name,ecstasy/MDMA
Egg Rolls,ecstasy/MDMA,street_name,ecstasy/MDMA
Essence,ecstasy/MDMA,street_name,ecstasy/MDMA
Eve,ecstasy/MDMA,street_name,ecstasy/MDMA
Go,ecstasy/MDMA,street_name,ecstasy/MDMA
Goog,ecstasy/MDMA,street_name,ecstasy/MDMA
Green Apple,ecstasy/MDMA,street_name,ecstasy/MDMA
Happy Pill,ecstasy/MDMA,street_name,ecstasy/MDMA
Hug,ecstasy/MDMA,street_name,ecstasy/MDMA
Hug Drug,ecstasy/MDMA,street_name,ecstasy/MDMA
Kleenex,ecstasy/MDMA,street_name,ecstasy/MDMA
Love Doctor,ecstasy/MDMA,street_name,ecstasy/MDMA
Love Drug,ecstasy/MDMA,street_name,ecstasy/MDMA
Love Flip,ecstasy/MDMA,street_name,ecstasy/MDMA
Love Potion #9,ecstasy/MDMA,street_name,ecstasy/MDMA
Love Trip,ecstasy/MDMA,street_name,ecstasy/MDMA
Lover’s Speed,ecstasy/MDMA,street_name,ecstasy/MDMA
Malcolm X,ecstasy/MDMA,street_name,ecstasy/MDMA
Moon Rock,ecstasy/MDMA,street_name,ecstasy/MDMA
Peace,ecstasy/MDMA,street_name,ecstasy/MDMA
Pingaz,ecstasy/MDMA,street_name,ecstasy/MDMA
Pingers,ecstasy/MDMA,street_name,ecstasy/MDMA
Rolls,ecstasy/MDMA,street_name,ecstasy/MDMA
Rolling,ecstasy/MDMA,street_name,ecstasy/MDMA
Running,ecstasy/MDMA,street_name,ecstasy/MDMA
Scooby Snacks,ecstasy/MDMA,street_name,ecstasy/MDMA
Skittle,ecstasy/MDMA,street_name,ecstasy/MDMA
Smacks,ecstasy/MDMA,street_name,ecstasy/MDMA
Slits,ecstasy/MDMA,street_name,ecstasy/MDMA
Smarties,ecstasy/MDMA,street_name,ecstasy/MDMA
Speed for Lovers,ecstasy/MDMA,street_name,ecstasy/MDMA
Sweets,ecstasy/MDMA,street_name,ecstasy/MDMA
Tacha,ecstasy/MDMA,street_name,ecstasy/MDMA
Thizz,ecstasy/MDMA,street_name,ecstasy/MDMA
Triple Stacks,ecstasy/MDMA,street_name,ecstasy/MDMA
Uppers,ecstasy/MDMA,street_name,ecstasy/MDMA
Vitamin E,ecstasy/MDMA,street_name,ecstasy/MDMA
Vitamin X,ecstasy/MDMA,street_name,ecstasy/MDMA
Vowels,ecstasy/MDMA,street_name,ecstasy/MDMA
White Mercedes,ecstasy/MDMA,street_name,ecstasy/MDMA
X,ecstasy/MDMA,street_name,ecstasy/MDMA
XTC,ecstasy/MDMA,street_name,ecstasy/MDMA
Yokes,ecstasy/MDMA,street_name,ecstasy/MDMA
hydrocodone,hydrocodone,generic_name,hydrocodone
Norco,hydrocodone,brand_name,hydrocodone
Vicodin,hydrocodone,brand_name,hydrocodone
Lorcet,hydrocodone,brand_name,hydrocodone
357s,hydrocodone,street_name,hydrocodone
Bananas,hydrocodone,street_name,hydrocodone
Dones,hydrocodone,street_name,hydrocodone
Dro,hydrocodone,street_name,hydrocodone
Droco,hydrocodone,street_name,hydrocodone
Fluff,hydrocodone,street_name,hydrocodone
Hydros,hydrocodone,street_name,hydrocodone
Idiot Pills,hydrocodone,street_name,hydrocodone
Lemonade,hydrocodone,street_name,hydrocodone
Lorries,hydrocodone,street_name,hydrocodone
Scratch,hydrocodone,street_name,hydrocodone
Tabs,hydrocodone,street_name,hydrocodone
Triple V,hydrocodone,street_name,hydrocodone
Veeks,hydrocodone,street_name,hydrocodone
Vics,hydrocodone,street_name,hydrocodone
Vikes,hydrocodone,street_name,hydrocodone
V-itamin,hydrocodone,street_name,hydrocodone
Watsons-387,hydrocodone,street_name,hydrocodone
Watsons,hydrocodone,street_name,hydrocodone
Dilaudid,hydromorphone,street_name,hydromorphone
D,hydromorphone,street_name,hydromorphone
Dillies,hydromorphone,street_name,hydromorphone
K4,hydromorphone,street_name,hydromorphone
Needle Candy,hydromorphone,street_name,hydromorphone
Footballs,hydromorphone,street_name,hydromorphone
Juice,hydromorphone,street_name,hydromorphone
Smack,hydromorphone,street_name,hydromorphone
methamphetamine,methamphetamine,generic_name,methamphetamine
Diablo,methamphetamine,street_name,methamphetamine
Evil Sister,methamphetamine,street_name,methamphetamine
Eye Glasses,methamphetamine,street_name,methamphetamine
Fire,methamphetamine,street_name,methamphetamine
Fizz,methamphetamine,street_name,methamphetamine
Flowers,methamphetamine,street_name,methamphetamine
Foco,methamphetamine,street_name,methamphetamine
Food,methamphetamine,street_name,methamphetamine
Frio,methamphetamine,street_name,methamphetamine
Fruit,methamphetamine,street_name,methamphetamine
Gak,methamphetamine,street_name,methamphetamine
Garbage,methamphetamine,street_name,methamphetamine
G-Funk,methamphetamine,street_name,methamphetamine
Gifts,methamphetamine,street_name,methamphetamine
Girls,methamphetamine,street_name,methamphetamine
Glass,methamphetamine,street_name,methamphetamine
Go-Fast,methamphetamine,street_name,methamphetamine
Go-Go,methamphetamine,street_name,methamphetamine
Goofball,methamphetamine,street_name,methamphetamine
Groceries,methamphetamine,street_name,methamphetamine
Hard Ones,methamphetamine,street_name,methamphetamine
Hare,methamphetamine,street_name,methamphetamine
Hawaiian Salt,methamphetamine,street_name,methamphetamine
Hielo,methamphetamine,street_name,methamphetamine
Hiropon,methamphetamine,street_name,methamphetamine
Hot Ice,methamphetamine,street_name,methamphetamine
Hubbers,methamphetamine,street_name,methamphetamine
Ice,methamphetamine,street_name,methamphetamine
Ice Cream,methamphetamine,street_name,methamphetamine
Ice Water,methamphetamine,street_name,methamphetamine
Icehead,methamphetamine,street_name,methamphetamine
Jale,methamphetamine,street_name,methamphetamine
Jug of Water,methamphetamine,street_name,methamphetamine
L.A. Glass,methamphetamine,street_name,methamphetamine
L.A. Ice,methamphetamine,street_name,methamphetamine
Lemons,methamphetamine,street_name,methamphetamine
Lemon Drop,methamphetamine,street_name,methamphetamine
Light,methamphetamine,street_name,methamphetamine
Light Beige,methamphetamine,street_name,methamphetamine
Livianas,methamphetamine,street_name,methamphetamine
Madera,methamphetamine,street_name,methamphetamine
Mamph,methamphetamine,street_name,methamphetamine
Meth,methamphetamine,street_name,methamphetamine
Methlies Quick,methamphetamine,street_name,methamphetamine
Mexican Crack,methamphetamine,street_name,methamphetamine
Mexican Crank,methamphetamine,street_name,methamphetamine
Miss Girl,methamphetamine,street_name,methamphetamine
Montura,methamphetamine,street_name,methamphetamine
Motor,methamphetamine,street_name,methamphetamine
Muchacha,methamphetamine,street_name,methamphetamine
Nails,methamphetamine,street_name,methamphetamine
One Pot,methamphetamine,street_name,methamphetamine
No-Doze,methamphetamine,street_name,methamphetamine
Paint,methamphetamine,street_name,methamphetamine
Pantalones,methamphetamine,street_name,methamphetamine
Patudas,methamphetamine,street_name,methamphetamine
Peanut Butter Crank,methamphetamine,street_name,methamphetamine
Pinata,methamphetamine,street_name,methamphetamine
Pointy Ones,methamphetamine,street_name,methamphetamine
Pollito,methamphetamine,street_name,methamphetamine
Popsicle,methamphetamine,street_name,methamphetamine
Purple,methamphetamine,street_name,methamphetamine
Raspado,methamphetamine,street_name,methamphetamine
Rims,methamphetamine,street_name,methamphetamine
Rocket Fuel,methamphetamine,street_name,methamphetamine
Salt,methamphetamine,street_name,methamphetamine
Shabu,methamphetamine,street_name,methamphetamine
Shards,methamphetamine,street_name,methamphetamine
Shatter,methamphetamine,street_name,methamphetamine
Shaved Ice,methamphetamine,street_name,methamphetamine
Shiny Girl,methamphetamine,street_name,methamphetamine
Small Girl,methamphetamine,street_name,methamphetamine
Soap Dope,methamphetamine,street_name,methamphetamine
Soft Ones,methamphetamine,street_name,methamphetamine
Speed,methamphetamine,street_name,methamphetamine
Speed Dog,methamphetamine,street_name,methamphetamine
Spicy Kind,methamphetamine,street_name,methamphetamine
Spin,methamphetamine,street_name,methamphetamine
Stove Top,methamphetamine,street_name,methamphetamine
Stuff,methamphetamine,street_name,methamphetamine
Super Ice,methamphetamine,street_name,methamphetamine
Table,methamphetamine,street_name,methamphetamine
Tina,methamphetamine,street_name,methamphetamine
Tires,methamphetamine,street_name,methamphetamine
Trash,methamphetamine,street_name,methamphetamine
Truck,methamphetamine,street_name,methamphetamine
Tupperware,methamphetamine,street_name,methamphetamine
Tweak,methamphetamine,street_name,methamphetamine
Unassembled,methamphetamine,street_name,methamphetamine
Uppers,methamphetamine,street_name,methamphetamine
Ventanas,methamphetamine,street_name,methamphetamine
Vidrio,methamphetamine,street_name,methamphetamine
Walking Zombie,methamphetamine,street_name,methamphetamine
Water,methamphetamine,street_name,methamphetamine
Wazz,methamphetamine,street_name,methamphetamine
White,methamphetamine,street_name,methamphetamine
Whizz,methamphetamine,street_name,methamphetamine
Windows,methamphetamine,street_name,methamphetamine
Witches Teeth,methamphetamine,street_name,methamphetamine
Yaba,methamphetamine,street_name,methamphetamine
Yellow Barn,methamphetamine,street_name,methamphetamine
Yellow Cake,methamphetamine,street_name,methamphetamine
Yellow Kind,methamphetamine,street_name,methamphetamine
Zip,methamphetamine,street_name,methamphetamine
Accordion,methamphetamine,street_name,methamphetamine
Amp,methamphetamine,street_name,methamphetamine
Aqua,methamphetamine,street_name,methamphetamine
Arroz,methamphetamine,street_name,methamphetamine
Assembled,methamphetamine,street_name,methamphetamine
Batu,methamphetamine,street_name,methamphetamine
Begok,methamphetamine,street_name,methamphetamine
Biker’s Coffee,methamphetamine,street_name,methamphetamine
Blue,methamphetamine,street_name,methamphetamine
Blue Bell Ice Cream,methamphetamine,street_name,methamphetamine
Beers,methamphetamine,street_name,methamphetamine
Bottles,methamphetamine,street_name,methamphetamine
Bucio,methamphetamine,street_name,methamphetamine
Bud Light,methamphetamine,street_name,methamphetamine
Bump,methamphetamine,street_name,methamphetamine
Cajitas,methamphetamine,street_name,methamphetamine
Chalk,methamphetamine,street_name,methamphetamine
Chandelier,methamphetamine,street_name,methamphetamine
Chavalone,methamphetamine,street_name,methamphetamine
Chicken,methamphetamine,street_name,methamphetamine
Chicken Feed,methamphetamine,street_name,methamphetamine
Chicken Powder,methamphetamine,street_name,methamphetamine
Chris,methamphetamine,street_name,methamphetamine
Christine,methamphetamine,street_name,methamphetamine
Christy,methamphetamine,street_name,methamphetamine
Clear,methamphetamine,street_name,methamphetamine
Clothing Cleaner,methamphetamine,street_name,methamphetamine
Cold,methamphetamine,street_name,methamphetamine
Cold One,methamphetamine,street_name,methamphetamine
Colorado Rockies,methamphetamine,street_name,methamphetamine
Crank,methamphetamine,street_name,methamphetamine
Cream,methamphetamine,street_name,methamphetamine
Cri-Cri,methamphetamine,street_name,methamphetamine
Crink,methamphetamine,street_name,methamphetamine
Crisco,methamphetamine,street_name,methamphetamine
Crissy,methamphetamine,street_name,methamphetamine
Christy,methamphetamine,street_name,methamphetamine
Crypto,methamphetamine,street_name,methamphetamine
Crystal,methamphetamine,street_name,methamphetamine
Cuadro,methamphetamine,street_name,methamphetamine
Day,methamphetamine,street_name,methamphetamine
Diamond,methamphetamine,street_name,methamphetamine
Dunk,methamphetamine,street_name,methamphetamine
El Gata,methamphetamine,street_name,methamphetamine
methylphenidate,methylphenidate,generic_name,methylphenidate
Ritalin,methylphenidate,brand_name,methylphenidate
Concerta,methylphenidate,brand_name,methylphenidate
Daytrana,methylphenidate,brand_name,methylphenidate
Diet Coke,methylphenidate,street_name,methylphenidate
Jif,methylphenidate,street_name,methylphenidate
Johnny,methylphenidate,street_name,methylphenidate
Kibbles and Bits,methylphenidate,street_name,methylphenidate
